Date,City,Rep,Store,Prod,Cost,Sale
7/10/2004,Dammam,Yahia,Lulu,Home,5100.5515,9273.73
2/7/2005,Dammam,Ghalia,Carrefour,Toys,3726.0311,3985.06
7/30/2005,Jeddah,Yahia,Othaim,Office,5237.0175,6982.69
3/21/2005,Jeddah,Maliha,Carrefour,Home,260.964,579.92
6/24/2004,Jubail,Mjeed,Lulu,Food,4968.8375,9034.25
3/22/2006,Jeddah,Yahia,Othaim,Food,1547.5295,2813.69
5/19/2006,Jubail,Yahia,Othaim,Home,3908.8896,4441.92
6/9/2005,Dammam,Maliha,Panda,Home,3481.276,6002.2
2/9/2006,Jeddah,Ghalia,Carrefour,Home,1140.273,2533.94
8/2/2005,Riyadh,Yahia,Carrefour,Toys,4364.43975,4667.85
6/19/2004,Jubail,Yahia,Othaim,Office,121.977,271.06
3/28/2005,Abha,Ghalia,Panda,Home,287.936,523.52
2/6/2006,Dammam,Ghalia,Panda,Food,7334.85995,7844.77
2/28/2006,Riyadh,Mjeed,Carrefour,Office,8702.3376,9889.02
5/25/2006,Jubail,Yahia,Othaim,Home,2580.639,6974.7
7/4/2005,Abha,Yahia,Panda,Home,344.9402,368.92
3/31/2006,Jeddah,Ghalia,Lulu,Toys,892.6496,1312.72
7/10/2005,Riyadh,Mjeed,Othaim,Office,4941.508,8984.56
6/23/2005,Hail,Abdul,Othaim,Home,4777.3332,7025.49
7/26/2005,Dammam,Ghalia,Carrefour,Toys,6050.4088,8897.66
4/7/2006,Jubail,Yahia,Carrefour,Toys,2178.0853,3691.67
5/1/2006,Riyadh,Mjeed,Carrefour,Office,2347.59,3130.12
4/6/2005,Dammam,Maliha,Carrefour,Office,7375.15845,7887.87
11/24/2005,Hail,Yahia,Othaim,Food,744.4844,1094.83
11/4/2005,Dammam,Mjeed,Carrefour,Home,6525.3,8700.4
10/21/2005,Dammam,Abdul,Carrefour,Food,8114.07025,8678.15
3/26/2005,Dammam,Maliha,Panda,Food,578.6071,980.69
11/2/2005,Riyadh,Mjeed,Carrefour,Food,5180.138,7617.85
12/9/2004,Jeddah,Mjeed,Panda,Food,6029.985,8039.98
4/6/2006,Riyadh,Maliha,Othaim,Office,4686.957,8521.74
9/6/2004,Riyadh,Maliha,Lulu,Food,2808.3587,4759.93
9/14/2005,Jeddah,Maliha,Panda,Home,3607.241,6558.62
5/29/2006,Dammam,Ghalia,Lulu,Home,295.7856,336.12
9/13/2005,Abha,Maliha,Carrefour,Toys,2306.5689,6233.97
3/21/2005,Abha,Ghalia,Panda,Office,4189.1417,9742.19
5/1/2006,Hail,Maliha,Othaim,Food,3650.8996,5368.97
7/21/2005,Jubail,Mjeed,Panda,Office,1641.6136,1865.47
8/1/2005,Dammam,Yahia,Othaim,Home,7010.2725,9347.03
11/11/2005,Riyadh,Abdul,Lulu,Toys,1803.8388,4875.24
12/15/2005,Hail,Maliha,Panda,Toys,5964,7952
9/24/2005,Abha,Yahia,Panda,Food,3337.1625,4449.55
9/8/2005,Dammam,Maliha,Othaim,Office,3285.99205,3514.43
7/11/2005,Hail,Mjeed,Panda,Food,3107.2789,7226.23
1/5/2006,Abha,Abdul,Lulu,Food,9284.3817,9929.82
1/5/2005,Dammam,Yahia,Lulu,Food,644.4688,1092.32
3/27/2006,Abha,Mjeed,Carrefour,Toys,5943.5552,6754.04
1/14/2005,Dammam,Maliha,Carrefour,Office,6385.7321,6829.66
1/4/2005,Jubail,Ghalia,Panda,Food,2681.8388,4623.86
12/25/2005,Abha,Abdul,Lulu,Food,3106.86,4142.48
2/6/2005,Riyadh,Mjeed,Lulu,Food,1615.6175,3757.25
11/15/2005,Abha,Maliha,Lulu,Food,2345.6158,2508.68
12/9/2004,Jeddah,Maliha,Othaim,Home,1918.1962,3251.18
3/29/2006,Jubail,Abdul,Othaim,Toys,525.5612,906.14
7/29/2005,Hail,Ghalia,Panda,Food,2259.477,3895.65
2/12/2006,Jeddah,Yahia,Panda,Home,5925.915,7901.22
12/19/2004,Riyadh,Abdul,Carrefour,Home,5867.6562,9945.18
11/16/2005,Jubail,Ghalia,Carrefour,Home,816.1702,1407.19
8/29/2004,Dammam,Yahia,Panda,Office,3729.2025,4972.27
5/20/2005,Jubail,Ghalia,Carrefour,Home,3633.7236,8450.52
9/12/2005,Dammam,Yahia,Lulu,Office,974.2635,2165.03
12/31/2005,Hail,Mjeed,Othaim,Food,8192.4656,9309.62
3/2/2006,Hail,Ghalia,Lulu,Toys,3802.886,6556.7
1/28/2006,Jeddah,Yahia,Carrefour,Toys,3479.96,3954.5
6/18/2004,Hail,Yahia,Othaim,Food,3852.5265,8561.17
3/28/2005,Abha,Abdul,Lulu,Office,4341.2246,7484.87
10/3/2005,Dammam,Yahia,Carrefour,Office,9189.7784,9828.64
12/2/2004,Dammam,Abdul,Othaim,Office,2965.0392,6895.44
5/18/2006,Riyadh,Abdul,Lulu,Toys,2442.518,6601.4
6/7/2005,Hail,Mjeed,Carrefour,Food,3612.194,5312.05
4/18/2006,Jeddah,Ghalia,Panda,Home,3239.99005,3465.23
1/26/2006,Abha,Yahia,Carrefour,Food,6053.595,8071.46
5/11/2006,Jeddah,Abdul,Lulu,Food,2293.845,3058.46
7/1/2004,Jubail,Mjeed,Panda,Office,105.4019,284.87
1/29/2005,Jubail,Ghalia,Lulu,Toys,5831.5187,9883.93
12/29/2005,Hail,Yahia,Panda,Food,687.2085,1249.47
9/21/2004,Jubail,Yahia,Carrefour,Office,2177.006,5883.8
8/23/2005,Abha,Maliha,Othaim,Food,3975.27,5300.36
12/1/2005,Jubail,Maliha,Carrefour,Home,3436.89,4582.52
6/28/2004,Jeddah,Yahia,Othaim,Office,2043.5578,4752.46
1/18/2005,Jeddah,Mjeed,Carrefour,Home,404.3025,539.07
9/4/2004,Jubail,Abdul,Lulu,Toys,5157.0475,9376.45
9/16/2005,Riyadh,Ghalia,Panda,Toys,4240.0967,9860.69
2/25/2005,Abha,Maliha,Othaim,Home,8385.2824,9528.73
8/20/2005,Dammam,Mjeed,Panda,Home,196.4584,456.88
4/29/2006,Riyadh,Mjeed,Panda,Toys,195.219,433.82
8/6/2004,Jeddah,Yahia,Panda,Toys,3617.0783,8411.81
4/21/2005,Jubail,Yahia,Othaim,Office,731.8193,1977.89
1/18/2006,Dammam,Mjeed,Panda,Home,3651.7105,8492.35
1/20/2005,Dammam,Abdul,Lulu,Home,5085.3075,6780.41
4/7/2006,Abha,Maliha,Carrefour,Office,913.3028,1574.66
12/26/2005,Hail,Abdul,Carrefour,Home,5533.4048,5918.08
3/26/2005,Hail,Mjeed,Carrefour,Office,6043.74,8058.32
4/5/2005,Hail,Abdul,Panda,Toys,4007.9864,4554.53
10/22/2005,Hail,Ghalia,Lulu,Toys,819.2368,1204.76
6/13/2006,Riyadh,Yahia,Panda,Office,2187.7136,3771.92
9/30/2004,Jubail,Abdul,Lulu,Office,2844.6118,7688.14
9/12/2004,Jubail,Yahia,Panda,Food,3673.2696,4174.17
4/16/2006,Riyadh,Maliha,Lulu,Home,2521.9543,5865.01
7/8/2004,Dammam,Ghalia,Othaim,Home,3708.54,4944.72
4/7/2005,Abha,Ghalia,Carrefour,Toys,5761.5822,6162.12
11/15/2005,Hail,Mjeed,Panda,Food,4854.3364,7138.73
9/14/2005,Jeddah,Yahia,Othaim,Toys,4949.8725,6599.83
1/26/2005,Dammam,Yahia,Carrefour,Office,916.59,1222.12
5/26/2006,Jubail,Maliha,Lulu,Toys,3631.5149,6155.11
11/3/2005,Hail,Maliha,Lulu,Food,1380.9066,3732.18
7/25/2005,Riyadh,Yahia,Lulu,Toys,1394.7222,3243.54
1/20/2006,Abha,Maliha,Carrefour,Home,2790.6526,4811.47
9/23/2005,Dammam,Abdul,Carrefour,Food,2421.242,3560.65
12/22/2005,Jeddah,Ghalia,Panda,Toys,2974.30045,3181.07
11/21/2004,Riyadh,Yahia,Carrefour,Toys,3386.79,6157.8
11/9/2005,Jubail,Abdul,Othaim,Toys,2245.1492,3301.69
5/4/2005,Dammam,Maliha,Panda,Office,1018.347,1851.54
2/8/2006,Riyadh,Ghalia,Othaim,Food,2764.6918,7472.14
8/23/2004,Dammam,Abdul,Carrefour,Home,8622.14925,9221.55
7/23/2004,Jubail,Ghalia,Carrefour,Office,1152.1689,3113.97
7/8/2004,Abha,Yahia,Panda,Office,1829.652,2079.15
5/19/2006,Abha,Mjeed,Panda,Food,1854.6072,4313.04
1/28/2006,Riyadh,Yahia,Carrefour,Home,6513.69,8684.92
2/4/2006,Hail,Yahia,Lulu,Home,4114.4077,9568.39
6/7/2006,Dammam,Abdul,Lulu,Toys,5395.126,9809.32
11/6/2005,Hail,Yahia,Panda,Office,2922.2859,7898.07
12/14/2004,Jeddah,Ghalia,Othaim,Office,699.7004,1206.38
5/28/2006,Jeddah,Ghalia,Lulu,Food,5262.2075,9567.65
8/6/2005,Jubail,Maliha,Panda,Toys,607.6486,1047.67
7/17/2004,Hail,Ghalia,Othaim,Office,782.7325,1423.15
4/4/2006,Hail,Mjeed,Lulu,Toys,1070.9503,1815.17
10/17/2005,Abha,Abdul,Panda,Home,2487.8293,2660.78
8/30/2004,Jubail,Maliha,Panda,Toys,4482.798,6592.35
12/13/2005,Jubail,Yahia,Panda,Food,1191.2446,2053.87
1/6/2005,Jeddah,Yahia,Panda,Office,2795.4613,4738.07
7/8/2004,Dammam,Maliha,Carrefour,Home,2226.6651,2381.46
12/4/2004,Dammam,Maliha,Panda,Food,3906.9855,8682.19
6/7/2006,Hail,Yahia,Lulu,Office,3084.5731,5228.09
9/16/2005,Dammam,Maliha,Carrefour,Food,1805.7295,4880.35
10/29/2004,Abha,Maliha,Panda,Toys,3180.6214,5483.83
5/22/2006,Jeddah,Abdul,Panda,Toys,4441.3792,6531.44
10/7/2004,Abha,Maliha,Carrefour,Food,4574.7884,6727.63
12/14/2004,Hail,Maliha,Lulu,Office,2046.6315,4548.07
9/18/2005,Hail,Ghalia,Panda,Toys,5347.43,9722.6
4/27/2005,Abha,Ghalia,Carrefour,Office,2387.4477,2553.42
3/22/2006,Abha,Mjeed,Panda,Home,899.5376,1524.64
4/14/2005,Riyadh,Yahia,Carrefour,Food,447.3485,1209.05
11/6/2004,Riyadh,Maliha,Carrefour,Food,563.563,1024.66
1/27/2005,Abha,Mjeed,Othaim,Home,4695.7468,6905.51
4/14/2005,Dammam,Yahia,Othaim,Office,7994.1378,8549.88
3/23/2006,Dammam,Yahia,Carrefour,Food,1283.2636,3468.28
9/15/2005,Dammam,Abdul,Lulu,Office,3251.3625,4335.15
12/11/2004,Riyadh,Abdul,Othaim,Office,6585.66,8780.88
7/25/2005,Riyadh,Abdul,Othaim,Food,6673.348,7583.35
3/21/2006,Dammam,Ghalia,Panda,Home,4071.136,7019.2
12/13/2005,Dammam,Abdul,Carrefour,Home,3799.8369,8836.83
7/25/2005,Dammam,Mjeed,Panda,Home,3287.614,5977.48
8/1/2004,Riyadh,Abdul,Panda,Toys,2222.2552,2525.29
1/16/2005,Dammam,Yahia,Othaim,Office,516.014,874.6
3/29/2006,Riyadh,Mjeed,Carrefour,Toys,1746.5424,3011.28
4/5/2006,Riyadh,Maliha,Carrefour,Office,3135.6094,8474.62
7/30/2004,Dammam,Ghalia,Carrefour,Office,6831.51205,7306.43
4/25/2005,Hail,Maliha,Lulu,Office,8208.3408,9327.66
11/21/2004,Jeddah,Yahia,Carrefour,Office,5029.8975,8525.25
5/13/2006,Abha,Yahia,Othaim,Food,2666.1386,7205.78
1/30/2005,Abha,Ghalia,Lulu,Home,5989.4824,6806.23
7/16/2004,Jubail,Mjeed,Panda,Office,5269.946,9581.72
1/1/2006,Jeddah,Yahia,Othaim,Office,727.4826,1691.82
1/31/2005,Hail,Abdul,Carrefour,Home,3331.048,4898.6
10/9/2004,Hail,Ghalia,Panda,Food,5723.322,8416.65
6/3/2006,Riyadh,Mjeed,Lulu,Office,3317.4607,8966.11
11/10/2004,Abha,Abdul,Panda,Home,4171.4396,6134.47
3/6/2005,Riyadh,Ghalia,Lulu,Home,3154.7064,5346.96
2/3/2005,Riyadh,Maliha,Panda,Toys,5162.8456,5521.76
10/21/2005,Hail,Maliha,Lulu,Home,1139.5648,1294.96
9/2/2004,Dammam,Abdul,Carrefour,Home,1514.0881,4092.13
12/25/2004,Jubail,Yahia,Othaim,Home,3343.995,7431.1
9/6/2005,Dammam,Abdul,Panda,Food,3853.0602,4120.92
11/29/2004,Riyadh,Maliha,Panda,Toys,4756.4436,6994.77
9/7/2004,Hail,Ghalia,Lulu,Home,5047.34505,5398.23
3/12/2006,Jubail,Yahia,Lulu,Home,4265.7032,4847.39
7/29/2004,Jubail,Maliha,Panda,Food,3961.1656,6713.84
3/2/2006,Hail,Maliha,Panda,Food,2779.3623,2972.58
12/29/2005,Jubail,Maliha,Othaim,Office,5622.9714,9530.46
1/11/2005,Dammam,Mjeed,Othaim,Home,5217.1856,5928.62
5/29/2006,Jubail,Maliha,Othaim,Food,4263.1784,6269.38
3/20/2006,Jubail,Mjeed,Lulu,Office,3175.6136,4670.02
12/27/2005,Jeddah,Maliha,Carrefour,Toys,1390.5881,1487.26
3/5/2006,Hail,Ghalia,Carrefour,Food,4802.7132,8280.54
12/5/2004,Dammam,Maliha,Othaim,Food,505.125,673.5
12/3/2005,Dammam,Yahia,Carrefour,Food,2650.3394,6163.58
11/25/2005,Jubail,Mjeed,Carrefour,Home,3202.8528,5522.16
5/27/2005,Riyadh,Mjeed,Othaim,Food,2116.3998,4921.86
11/13/2005,Abha,Mjeed,Carrefour,Toys,3653.6353,9874.69
4/21/2006,Riyadh,Yahia,Carrefour,Office,3627.81,8061.8
3/14/2005,Jeddah,Yahia,Panda,Office,5525.3874,9526.53
8/23/2005,Jubail,Maliha,Lulu,Toys,2798.036,4824.2
9/7/2004,Abha,Mjeed,Lulu,Toys,1864.6688,2742.16
8/4/2004,Jeddah,Mjeed,Othaim,Toys,839.187,1864.86
10/29/2005,Abha,Yahia,Panda,Toys,1712.9652,3983.64
3/1/2005,Riyadh,Maliha,Carrefour,Toys,1679.8925,4540.25
7/31/2004,Jubail,Abdul,Othaim,Toys,962.9235,1750.77
7/28/2005,Dammam,Ghalia,Othaim,Food,3967.77,5290.36
5/22/2006,Riyadh,Yahia,Panda,Office,2827.516,4792.4
11/10/2005,Riyadh,Mjeed,Othaim,Office,4551.283,8275.06
10/15/2004,Hail,Abdul,Carrefour,Home,2989.3365,6642.97
3/12/2005,Jeddah,Abdul,Lulu,Office,2181.6051,5896.23
7/25/2004,Dammam,Maliha,Carrefour,Food,2898.5698,6740.86
7/23/2004,Riyadh,Yahia,Othaim,Office,829.3296,942.42
1/9/2006,Jubail,Mjeed,Othaim,Home,7340.2923,7850.58
6/11/2005,Riyadh,Ghalia,Carrefour,Food,3079.0035,6842.23
6/24/2004,Hail,Yahia,Panda,Home,2019.5641,3422.99
11/24/2004,Dammam,Maliha,Panda,Office,2308.661,3980.45
8/19/2005,Hail,Ghalia,Panda,Food,7772.23425,8312.55
12/17/2005,Abha,Maliha,Othaim,Office,1496.0616,1700.07
7/2/2005,Riyadh,Ghalia,Othaim,Office,2249.06,2555.75
10/14/2004,Jubail,Maliha,Carrefour,Toys,4442.5744,5048.38
1/4/2006,Jeddah,Mjeed,Othaim,Food,3864.6444,6663.18
4/15/2005,Abha,Yahia,Carrefour,Food,2393.1864,2719.53
7/19/2004,Riyadh,Maliha,Carrefour,Toys,5542.5438,9556.11
12/30/2005,Jubail,Yahia,Carrefour,Office,5338.44,7117.92
6/6/2005,Riyadh,Yahia,Carrefour,Office,1802.8736,2048.72
7/20/2005,Jeddah,Ghalia,Carrefour,Home,1118.2211,1895.29
3/21/2005,Riyadh,Ghalia,Carrefour,Office,5079.613,9235.66
8/16/2004,Hail,Mjeed,Othaim,Office,2095.9028,3082.21
9/7/2004,Dammam,Maliha,Othaim,Toys,7884.26595,8432.37
12/18/2005,Jeddah,Abdul,Othaim,Toys,4920.1226,8482.97
9/30/2004,Abha,Yahia,Panda,Home,3236.7341,8747.93
11/24/2005,Jubail,Ghalia,Othaim,Toys,3276.39895,3504.17
9/6/2005,Jeddah,Abdul,Lulu,Toys,3619.6656,9782.88
12/14/2004,Dammam,Yahia,Othaim,Food,4676.4414,8062.83
6/17/2004,Jubail,Yahia,Carrefour,Office,5773.2,8490
9/3/2005,Jeddah,Abdul,Othaim,Toys,986.931,2193.18
6/22/2004,Hail,Mjeed,Carrefour,Food,2687.9694,4634.43
3/16/2005,Dammam,Maliha,Othaim,Toys,605.9735,1101.77
11/11/2004,Abha,Abdul,Carrefour,Home,1819.989,4044.42
2/5/2006,Riyadh,Yahia,Carrefour,Office,375.8497,1015.81
9/14/2005,Dammam,Maliha,Carrefour,Toys,8115.052,8679.2
6/1/2006,Dammam,Abdul,Othaim,Food,296.5985,539.27
10/31/2005,Riyadh,Abdul,Lulu,Toys,5670.6552,9611.28
5/13/2006,Jubail,Ghalia,Othaim,Home,927.6233,2507.09
2/25/2006,Dammam,Maliha,Lulu,Office,2306.7687,6234.51
1/16/2005,Jeddah,Yahia,Carrefour,Home,2476.3958,5759.06
4/13/2006,Abha,Maliha,Carrefour,Toys,5416.98795,5793.57
3/5/2005,Dammam,Maliha,Panda,Food,796.026,1447.32
2/16/2006,Riyadh,Maliha,Lulu,Toys,83.82,95.25
2/1/2006,Jubail,Maliha,Lulu,Toys,2812.1368,3195.61
10/30/2004,Riyadh,Yahia,Othaim,Toys,1438.4744,1634.63
12/14/2004,Dammam,Ghalia,Othaim,Home,5300.6646,5669.16
3/23/2006,Jubail,Abdul,Lulu,Toys,5256.5047,8909.33
6/9/2005,Dammam,Mjeed,Othaim,Home,1201.1828,3246.44
6/21/2004,Dammam,Yahia,Othaim,Home,285.0771,662.97
12/7/2005,Abha,Mjeed,Lulu,Food,1857.497,3148.3
8/3/2005,Abha,Abdul,Carrefour,Office,8814.57225,9427.35
5/25/2006,Dammam,Maliha,Panda,Food,1259.0744,2928.08
4/12/2005,Jeddah,Ghalia,Lulu,Food,7061.42855,7552.33
12/29/2004,Hail,Maliha,Lulu,Toys,6379.4115,6822.9
6/2/2005,Dammam,Ghalia,Carrefour,Food,4484.9024,5096.48
7/17/2005,Abha,Maliha,Panda,Home,5375.1456,6108.12
9/30/2004,Hail,Ghalia,Carrefour,Toys,6348.089,6789.4
11/19/2005,Dammam,Maliha,Othaim,Office,399.9525,533.27
1/23/2006,Abha,Mjeed,Carrefour,Food,6394.5092,9403.69
1/20/2005,Riyadh,Yahia,Othaim,Home,466.6489,1085.23
1/16/2005,Dammam,Yahia,Lulu,Office,3468.344,6306.08
4/21/2006,Abha,Ghalia,Carrefour,Food,3303.1998,7681.86
7/12/2005,Hail,Mjeed,Othaim,Office,287.6544,326.88
7/17/2005,Riyadh,Yahia,Carrefour,Office,1869.8098,5053.54
12/20/2005,Abha,Mjeed,Othaim,Toys,2212.823,5146.1
7/17/2004,Abha,Ghalia,Panda,Toys,1210.3425,1613.79
5/21/2005,Riyadh,Ghalia,Lulu,Office,1886.9038,5099.74
4/12/2006,Riyadh,Ghalia,Carrefour,Toys,5261.6082,8917.98
12/18/2004,Abha,Mjeed,Panda,Food,331.2614,561.46
5/20/2006,Jubail,Yahia,Panda,Home,2950.4429,7974.17
2/23/2006,Jeddah,Abdul,Lulu,Office,1776.6,2368.8
10/13/2005,Hail,Maliha,Carrefour,Food,18.0728,31.16
12/19/2005,Abha,Maliha,Lulu,Toys,5848.9125,7798.55
2/7/2006,Abha,Ghalia,Panda,Home,297.9351,805.23
4/4/2005,Jubail,Abdul,Othaim,Food,1454.9975,2645.45
9/24/2004,Hail,Abdul,Lulu,Office,112.7984,128.18
9/19/2004,Jeddah,Ghalia,Lulu,Home,115.3515,209.73
2/11/2006,Jeddah,Mjeed,Panda,Food,2623.2334,7089.82
10/4/2004,Jubail,Abdul,Panda,Office,4398.0632,6467.74
4/7/2005,Riyadh,Maliha,Lulu,Office,4155.9016,6111.62
1/17/2006,Dammam,Mjeed,Carrefour,Toys,259.2975,471.45
6/7/2005,Jeddah,Maliha,Carrefour,Toys,3387.0825,7526.85
1/6/2006,Jeddah,Yahia,Panda,Office,124.4595,226.29
5/4/2005,Abha,Abdul,Lulu,Office,2880.6572,7785.56
7/18/2004,Dammam,Mjeed,Carrefour,Office,5438.6365,9888.43
2/27/2005,Riyadh,Mjeed,Panda,Office,582.6844,1355.08
1/15/2005,Jubail,Yahia,Carrefour,Toys,1559.614,2293.55
9/19/2005,Hail,Maliha,Lulu,Office,6886.3432,7825.39
7/10/2005,Riyadh,Maliha,Carrefour,Food,3381.0748,9138.04
3/6/2006,Hail,Maliha,Lulu,Toys,925.9605,2057.69
5/8/2005,Riyadh,Ghalia,Lulu,Office,814.518,1810.04
5/15/2006,Jubail,Yahia,Lulu,Home,3605.041,6554.62
9/1/2004,Dammam,Ghalia,Lulu,Toys,425.4437,455.02
1/21/2005,Dammam,Yahia,Panda,Home,1476.2889,3989.97
12/25/2005,Jubail,Abdul,Lulu,Home,1812.1425,2416.19
3/22/2005,Jeddah,Yahia,Othaim,Office,4231.2276,7295.22
10/29/2005,Jeddah,Abdul,Panda,Toys,1879.0782,3239.79
12/4/2005,Hail,Abdul,Carrefour,Food,3171.5981,5375.59
8/19/2005,Abha,Mjeed,Panda,Food,4217.7152,9808.64
6/22/2004,Dammam,Maliha,Othaim,Home,1007.748,2239.44
7/14/2005,Abha,Ghalia,Lulu,Food,2178.7928,5066.96
10/13/2005,Hail,Yahia,Carrefour,Toys,2395.2468,6473.64
8/25/2005,Jeddah,Mjeed,Lulu,Home,4355.793,7382.7
10/8/2004,Abha,Maliha,Carrefour,Food,7750.4768,8807.36
3/16/2005,Abha,Yahia,Lulu,Office,4363.1798,7395.22
11/22/2005,Riyadh,Abdul,Othaim,Home,1014.3214,1748.83
5/27/2006,Jubail,Abdul,Carrefour,Food,1067.1625,1808.75
6/9/2006,Jeddah,Yahia,Lulu,Office,4426.8998,7503.22
9/14/2004,Abha,Mjeed,Lulu,Toys,3229.116,3453.6
2/25/2005,Jeddah,Mjeed,Othaim,Office,2947.35375,3152.25
8/27/2005,Riyadh,Maliha,Panda,Toys,3424.916,6227.12
11/26/2004,Dammam,Mjeed,Othaim,Food,3950.3464,4489.03
4/28/2005,Hail,Maliha,Othaim,Toys,3493.0534,8123.38
8/18/2005,Jeddah,Maliha,Panda,Toys,5147.4362,8874.89
6/25/2005,Hail,Mjeed,Othaim,Home,3282.3225,7294.05
10/29/2005,Hail,Maliha,Panda,Home,2365.792,2688.4
9/30/2004,Jubail,Mjeed,Lulu,Office,3523.6395,9523.35
8/4/2005,Abha,Maliha,Lulu,Office,4911.24645,5252.67
7/14/2004,Hail,Ghalia,Carrefour,Food,4413.681,9808.18
11/16/2005,Hail,Maliha,Lulu,Food,4919.222,8944.04
3/26/2006,Hail,Yahia,Lulu,Home,2736.1545,4637.55
6/1/2006,Jeddah,Mjeed,Othaim,Food,1276.155,1701.54
7/5/2004,Abha,Mjeed,Lulu,Toys,746.295,1356.9
8/6/2005,Jeddah,Mjeed,Panda,Toys,4509.1616,6631.12
8/11/2004,Jubail,Yahia,Panda,Toys,4044.8705,7354.31
10/2/2005,Dammam,Maliha,Carrefour,Food,1844.1947,4984.31
1/24/2005,Hail,Maliha,Lulu,Food,1091.1379,2537.53
10/29/2005,Riyadh,Abdul,Othaim,Food,6204.5716,9124.37
12/22/2004,Abha,Maliha,Lulu,Toys,3786.8864,4303.28
3/24/2006,Jeddah,Yahia,Othaim,Home,4901.4292,8450.74
2/22/2005,Jeddah,Mjeed,Panda,Home,7872.3216,8945.82
2/19/2006,Hail,Yahia,Lulu,Toys,949.518,2110.04
11/1/2005,Dammam,Yahia,Lulu,Food,4805.8864,7067.48
2/28/2006,Hail,Mjeed,Othaim,Toys,125.8999,340.27
8/9/2004,Dammam,Maliha,Othaim,Food,1950.7224,2216.73
7/1/2005,Jeddah,Ghalia,Othaim,Office,5412.7864,7959.98
11/24/2005,Dammam,Maliha,Panda,Food,2959.0962,5101.89
1/24/2005,Dammam,Abdul,Carrefour,Home,331.1537,895.01
6/16/2005,Dammam,Yahia,Panda,Office,4949.535,6599.38
8/22/2004,Riyadh,Maliha,Othaim,Toys,3539.2165,9565.45
5/18/2005,Riyadh,Ghalia,Lulu,Office,3795.6057,6433.23
9/17/2005,Jeddah,Abdul,Lulu,Office,2918.628,6485.84
10/20/2004,Jubail,Yahia,Carrefour,Home,6882.568,7821.1
1/9/2006,Jeddah,Mjeed,Othaim,Home,1222.62,1630.16
11/9/2004,Hail,Mjeed,Carrefour,Food,3374.2057,7846.99
9/5/2004,Abha,Yahia,Panda,Office,965.3328,2244.96
10/15/2005,Jeddah,Mjeed,Panda,Food,3219.6068,8701.64
6/17/2005,Hail,Mjeed,Carrefour,Home,676.907,1147.3
11/21/2005,Riyadh,Mjeed,Lulu,Toys,396.8953,1072.69
5/8/2006,Hail,Maliha,Othaim,Toys,6255.495,8340.66
4/17/2005,Abha,Mjeed,Othaim,Toys,1486.276,1589.6
6/7/2006,Jubail,Ghalia,Lulu,Toys,304.81,326
9/20/2004,Riyadh,Maliha,Carrefour,Office,939.3316,1381.37
6/25/2004,Dammam,Abdul,Carrefour,Home,2357.4342,2521.32
6/7/2005,Jubail,Ghalia,Othaim,Food,5256.064,9556.48
1/20/2006,Jubail,Yahia,Carrefour,Toys,871.2176,990.02
2/19/2005,Riyadh,Maliha,Panda,Office,3523.0105,9521.65
1/14/2005,Hail,Mjeed,Panda,Food,2876.2098,6688.86
10/28/2004,Jeddah,Maliha,Lulu,Home,1701.0268,1819.28
8/24/2005,Jubail,Yahia,Othaim,Office,4633.1444,7988.18
3/21/2005,Abha,Mjeed,Panda,Office,2729.7638,7377.74
7/28/2005,Hail,Maliha,Carrefour,Office,500.2184,568.43
4/9/2006,Jubail,Mjeed,Lulu,Food,2647.4332,4564.54
5/14/2005,Dammam,Yahia,Carrefour,Food,4811.7554,8296.13
11/9/2005,Hail,Ghalia,Carrefour,Home,3090.3966,5328.27
9/9/2004,Riyadh,Ghalia,Carrefour,Toys,4665.4069,4989.74
8/7/2005,Jeddah,Yahia,Lulu,Home,8482.2452,9071.92
8/31/2004,Jubail,Ghalia,Othaim,Home,2393.5456,3519.92
6/10/2005,Jubail,Yahia,Panda,Food,3657.6316,8506.12
3/21/2006,Riyadh,Abdul,Lulu,Home,4823.687,8770.34
2/1/2006,Abha,Maliha,Carrefour,Home,4422.4548,6503.61
7/22/2004,Jubail,Ghalia,Carrefour,Toys,704.2708,1214.26
9/27/2005,Jubail,Maliha,Carrefour,Food,2648.4232,3894.74
9/17/2005,Riyadh,Abdul,Lulu,Food,1575.673,2864.86
8/16/2004,Jeddah,Ghalia,Othaim,Home,5014.3632,5698.14
12/14/2004,Dammam,Yahia,Lulu,Food,6245.3716,9184.37
11/25/2004,Abha,Mjeed,Othaim,Toys,3066.8079,8288.67
5/19/2005,Riyadh,Ghalia,Panda,Office,1319.846,2399.72
6/12/2006,Abha,Maliha,Panda,Home,2292.2225,5330.75
7/14/2004,Jubail,Abdul,Panda,Home,1143.3482,1971.29
9/24/2004,Abha,Ghalia,Othaim,Home,2872.7175,3830.29
1/23/2005,Hail,Mjeed,Carrefour,Food,4448.4376,6541.82
1/7/2005,Riyadh,Mjeed,Panda,Food,1406.34,3125.2
4/10/2005,Jeddah,Mjeed,Othaim,Home,2771.3715,6445.05
6/30/2004,Dammam,Maliha,Othaim,Office,5122.01415,5478.09
1/2/2006,Dammam,Yahia,Carrefour,Office,3217.3425,7149.65
12/20/2005,Jeddah,Maliha,Carrefour,Food,5489.836,6238.45
3/10/2006,Riyadh,Mjeed,Lulu,Toys,4264.0993,9916.51
